State,Wiki_name_long,Wiki_name,Station Identifier,Channel Number,AM/FM,Dataset,Link
Washington,"Chelan, Washington",Chelan,KHNW,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Clarkston, Washington",Clarkston,KNWV,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Ellensburg, Washington",Ellensburg,KNWR,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Forks, Washington",Forks,KNWU,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Moses Lake, Washington",Moses Lake,KLWS,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Mount Vernon, Washington",Mount Vernon,KMWS,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Omak, Washington",Omak,KQWS,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Port Angeles, Washington",Port Angeles,KNWP,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Pullman, Washington",Pullman,KWSU,1250,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Richland, Washington",Richland,KFAE,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,Seattle,Seattle,KEXP,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,Seattle,Seattle,KUOW,94.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Spokane, Washington",Spokane,KPBX,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Spokane, Washington",Spokane,KSFC,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Seattle/Tacoma, Washington",Tacoma,KNKX,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Tumwater, Washington",Tumwater,KUOW,1340,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Tacoma, Washington",Tacoma,KVTI,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Walla Walla, Washington",Walla Walla,KWWS,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Yakima, Washington",Yakima,KNWY,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Yakima, Washington",Yakima,KYVT,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Beckley, West Virginia",Beckley,WVBY,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Buckhannon, West Virginia",Buckhannon,WVPW,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Charleston, West Virginia",Charleston,WVPB,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Frost, West Virginia",Frost,WVMR,1370,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Huntington, West Virginia",Huntington,WVWV,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Martinsburg, West Virginia",Martinsburg,WVEP,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Morgantown, West Virginia",Morgantown,WVPM,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Parkersburg, West Virginia",Parkersburg,WVPG,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Petersburg, West Virginia",Petersburg,WVDS,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
West Virginia,"Wheeling, West Virginia",Wheeling,WVNP,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Auburndale, Wisconsin",Auburndale,WLBL,930,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Brule, Wisconsin",Brule,WHSA,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Delafield, Wisconsin",Delafield,WHAD,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Eau Claire, Wisconsin",Eau Claire,WUEC,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Green Bay, Wisconsin",Green Bay,WHID,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Green Bay, Wisconsin",Green Bay,WPNE,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Hayward, Wisconsin",Hayward,WOJB,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Highland, Wisconsin",Highland,WHHI,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Kenosha, Wisconsin",Kenosha,WGTD,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"La Crosse, Wisconsin",La Crosse,WHLA,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"La Crosse, Wisconsin",La Crosse,WLSU,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Madison, Wisconsin",Madison,WERN,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Madison, Wisconsin",Madison,WHA,970,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Menomonie, Wisconsin",Menomonie,WHWC,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Menomonie, Wisconsin",Menomonie,WVSS,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Milwaukee, Wisconsin",Milwaukee,WUWM,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Milwaukee, Wisconsin",Milwaukee,WYMS,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Oshkosh, Wisconsin",Oshkosh,WRST,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Park Falls, Wisconsin",Park Falls,WHBM,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Rhinelander, Wisconsin",Rhinelander,WXPR,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"River Falls, Wisconsin",River Falls,WRFW,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Sheboygan, Wisconsin",Sheboygan,WSHS,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Sister Bay, Wisconsin",Sister Bay,WHDI,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Sister Bay, Wisconsin",Sister Bay,WHND,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Superior, Wisconsin",Superior,KUWS,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Wausau, Wisconsin",Wausau,WHRM,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Wausau, Wisconsin",Wausau,WLBL,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wisconsin,"Wausau, Wisconsin",Wausau,WXPW,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Afton, Wyoming",Afton,KUWA,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Buffalo, Wyoming",Buffalo,KBUW,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Casper, Wyoming",Casper,KUWC,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Douglas, Wyoming",Douglas,KDUW,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Ethete, Wyoming",Ethete,KWRR,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Gillette, Wyoming",Gillette,KUWG,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Jackson, Wyoming",Jackson,KUWJ,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Laramie, Wyoming",Laramie,KUWR,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Newcastle, Wyoming",Newcastle,KUWN,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Pinedale, Wyoming",Pinedale,KUWX,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Powell, Wyoming",Powell,KUWP,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Rock Springs, Wyoming",Rock Springs,KUWZ,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Sheridan, Wyoming",Sheridan,KSUW,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Sundance, Wyoming",Sundance,KUWD,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Wyoming,"Thermopolis, Wyoming",Thermopolis,KUWT,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
