State,Wiki_name_long,Wiki_name,Station Identifier,Channel Number,AM/FM,Dataset,Link
Minnesota,"Collegeville, Minnesota",St. Cloud,KSJR,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Cloquet, Minnesota",Cloquet,WSCN,100.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Duluth, Minnesota",Duluth,KUMD,103.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Duluth, Minnesota",Duluth,WSCD,92.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Fergus Falls, Minnesota",Fergus Falls,KCMF,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Fergus Falls, Minnesota",Fergus Falls,KNWF,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Grand Marais, Minnesota",Grand Marais,WLSN,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Grand Marais, Minnesota",Grand Marais,WMLS,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Grand Marais, Minnesota",Grand Marais,WTIP,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Grand Portage (community), Minnesota",Grand Portage,WGPO,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Grand Rapids, Minnesota",Grand Rapids,KAXE,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Hinckley, Minnesota",Hinckley,WGRH,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"International Falls, Minnesota",International Falls,KITF,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"La Crescent, Minnesota",La Crescent,KXLC,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Mankato, Minnesota",Mankato,KMSU,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Minneapolis, Minnesota",Minneapolis,KBEM,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Minneapolis, Minnesota",Minneapolis,KFAI,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Moorhead, Minnesota",Moorhead,KCCD,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Moorhead, Minnesota",Moorhead,KCCM,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Northfield, Minnesota","St. Paul Minneapolis, Minnesota",KCMP,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Redwood Falls, Minnesota",Redwood Falls,KRFI,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Rochester, Minnesota",Rochester,KLSE,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Rochester, Minnesota",Rochester,KMSE,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Rochester, Minnesota",Rochester,KZSE,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Roseau, Minnesota",Roseau,KRXW,103.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"St. Paul, Minnesota",Minneapolis,KNOW,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"St. Paul, Minnesota",Minneapolis,KSJN,99.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"St. Peter, Minnesota",Mankato,KGAC,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"St. Peter, Minnesota",Mankato,KNGA,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Thief River Falls, Minnesota",Thief River Falls,KNTN,102.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Thief River Falls, Minnesota",Thief River Falls,KQMN,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Virginia, Minnesota",Hibbing,WIRR,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Worthington, Minnesota",Worthington,KNSW,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Worthington, Minnesota",Marshall,KRSW,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Biloxi, Mississippi",Biloxi,WMAH,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Booneville, Mississippi",Booneville,WMAE,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Bude, Mississippi",Bude,WMAU,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Greenwood, Mississippi",Greenwood,WMAO,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Holly Springs, Mississippi",Holly Springs,WURC,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Jackson, Mississippi",Jackson,WJSU,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Jackson, Mississippi",Jackson,WMPN,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Lorman, Mississippi",Lorman,WPRL,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Meridian, Mississippi",Meridian,WMAW,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Mississippi State, Mississippi",Mississippi State,WMAB,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Oxford, Mississippi",Oxford,WMAV,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Mississippi,"Starkville, Mississippi",Starkville,WMSV,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Branson, Missouri",Branson,KSMS,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Cape Girardeau, Missouri",Cape Girardeau,KRCU,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Chillicothe, Missouri",Chillicothe,KRNW,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Columbia, Missouri",Columbia,KBIA,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Columbia, Missouri",Columbia,KOPN,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Kansas City, Missouri",Kansas City,KCUR,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Maryville, Missouri",Maryville,KXCV,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Rolla, Missouri",Rolla,KMST,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Springfield, Missouri",Springfield,KSMU,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"St. Louis, Missouri",St. Louis,KWMU,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Sainte Genevieve, Missouri",Sainte Genevieve,KSEF,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"Warrensburg, Missouri",Warrensburg,KTBG,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Missouri,"West Plains, Missouri",West Plains,KSMW,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Billings, Montana",Billings,KEMC,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Bozeman, Montana",Bozeman,KBMC,102.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Bozeman, Montana",Bozeman,KGLT,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Butte, Montana",Butte,KAPC,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Fort Belknap, Montana",Fort Belknap,KGVA,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Great Falls, Montana",Great Falls,KGPR,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Hamilton, Montana",Hamilton,KUFN,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Helena, Montana",Helena,KUHM,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Helena Valley Southeast, Montana",Helena Valley SE,KYPX,106.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Kalispell, Montana",Kalispell,KUKL,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Miles City, Montana",Miles City,KYPR,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Montana,"Missoula, Montana",Missoula,KUFM,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Alliance, Nebraska",Alliance,KTNE,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Bassett, Nebraska",Bassett,KMNE,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Chadron, Nebraska",Chadron,KCNE,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Hastings, Nebraska",Hastings,KHNE,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Lexington, Nebraska",Lexington,KLNE,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Lincoln, Nebraska",Lincoln,KUCV,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Lincoln, Nebraska",Lincoln,KZUM,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Merriman, Nebraska",Merriman,KRNE,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Norfolk, Nebraska",Norfolk,KXNE,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"North Platte, Nebraska",North Platte,KPNE,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nebraska,"Omaha, Nebraska",Omaha,KIOS,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Elko, Nevada",Elko,KNCC,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Jackpot, Nevada",Jackpot,KBSJ,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Las Vegas, Nevada",Las Vegas,KCNV,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Las Vegas, Nevada",Las Vegas,KNPR,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Las Vegas, Nevada",Las Vegas,KUNV,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Lund, Nevada",Lund,KWPR,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Panaca, Nevada",Panaca,KLNR,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Reno, Nevada",Reno,KUNR,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Reno, Nevada",Reno,KVNV,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Nevada,"Tonopah, Nevada",Tonopah,KTPH,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Hampshire,"Concord, New Hampshire",Concord,WEVO,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Hampshire,"Gorham, New Hampshire",Gorham,WEVC,107.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Hampshire,"Hanover, New Hampshire",Hanover,WEVH,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Hampshire,"Jackson, New Hampshire",Jackson,WEVJ,99.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Hampshire,"Keene, New Hampshire",Keene,WEVN,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Hampshire,"Nashua, New Hampshire",Nashua,WEVS,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Atlantic City, New Jersey",Atlantic City,WNJN,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Berlin, New Jersey",Berlin,WNJS,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Bridgeton, New Jersey",Bridgeton,WNJB,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Cape May, New Jersey",Cape May,WNJZ,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Hackettstown, New Jersey",Hackettstown,WXPJ,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Lincroft, New Jersey",Lincroft,WBJB,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Manahawkin, New Jersey",Manahawkin,WNJM,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Newark, New Jersey",Newark,WBGO,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Ocean City, New Jersey","Ocean City/Atlantic City, New Jersey",WNJN,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Sussex, New Jersey",Sussex,WNJP,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Jersey,"Trenton, New Jersey",Trenton,WNJT,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Albuquerque, New Mexico",Albuquerque,KANW,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Albuquerque, New Mexico",Albuquerque,KUNM,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Dulce, New Mexico",Dulce,KCIE,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Gallup, New Mexico",Gallup,KGLP,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Las Cruces, New Mexico",Las Cruces,KRWG,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Magdalena, New Mexico",Magdalena,KOAZ,1500,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Maljamar, New Mexico",Maljamar,KMTH,98.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Portales, New Mexico",Portales,KENW,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Ramah, New Mexico",Ramah,KTDB,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New Mexico,"Santa Rosa, New Mexico",Santa Rosa,KANR,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Albany, New York",Albany,WAMC,1400,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Albany, New York",Albany,WAMC,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Binghamton, New York",Binghamton,WSKG,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Binghamton, New York",Binghamton,WSQX,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Blue Mountain Lake, New York",Blue Mtn. Lake,WXLH,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Boonville, New York",Boonville,WXLB,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Brooklyn, New York",Brooklyn,WNYE,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Brookville, New York",Brookville,WCWP,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Buffalo, New York",Buffalo,WBFO,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Buffalo, New York",Buffalo,WNED,94.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Canajoharie (village), New York",Canajoharie,WCAN,93.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Canton (village), New York",Canton,WSLU,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Cape Vincent, New York",Cape Vincent,WSLZ,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Corning (city), New York",Corning,WSQE,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Fredonia, New York",Fredonia,WCVF,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Geneva, New York",Geneva,WEOS,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Gouverneur, New York",Gouverneur,WXLB,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Hamilton (village), New York",Hamilton,WRCU,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Hornell, New York",Hornell,WSQA,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Houghton, New York",Houghton,WXXY,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Ithaca, New York",Ithaca,WSQG,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Jamestown, New York",Jamestown,WUBJ,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Jamestown, New York",Jamestown,WNJA,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Jeffersonville, New York",Jeffersonville,WJFF,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Kingston, New York",Kingston,WAMK,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Lake Placid, New York",Lake Placid,WXLL,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Malone (village), New York",Malone,WSLO,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Middletown, Orange County, New York",Middletown,WOSR,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"New York City, New York",New York City,WFUV,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"New York City, New York",New York City,WNYC,820,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"New York City, New York",New York City,WNYC,93.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"North Creek, New York",North Creek,WXLG,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Olean, New York",Olean,WOLN,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Oneonta, New York",Oneonta,WSQC,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Oswego, New York",Oswego,WRVO,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Oswego, New York",Oswego,WRVD,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Peru, New York",Peru,WXLU,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Plattsburgh, New York",Plattsburgh,WCEL,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Poughkeepsie (city), New York",Poughkeepsie,WRHV,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Rochester, New York",Rochester,WXXI,1370,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Rochester, New York",Rochester,WXXI,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Rochester, New York",Rochester,WRUR,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Saranac Lake, New York",Saranac Lake,WSLL,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Schenectady, New York",Schenectady,WMHT,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Selden, New York",Selden,WSUF,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Southampton (town), New York",Southampton,WPPB,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Southampton (town), New York",Southampton,WRLI,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Syracuse, New York",Syracuse,WAER,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Syracuse, New York",Syracuse,WCNY,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Ticonderoga, New York",Ticonderoga,WANC,103.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Tupper Lake, New York",Tupper Lake,WXLS,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Utica, New York",Utica,WRVN,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Utica, New York",Utica,WUNY,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Watertown, New York",Watertown,WJNY,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Watertown, New York",Watertown,WRVJ,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
New York,"Watertown, New York",Watertown,WSLJ,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Asheville, North Carolina",Asheville,WCQS,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Atlantic Beach, North Carolina",Atlantic Beach,WBJD,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Buxton, North Carolina",Buxton,WBUX,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Chapel Hill, North Carolina",Chapel Hill,WUNC,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Charlotte, North Carolina",Charlotte,WFAE,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Davidson, North Carolina",Davidson,WDAV,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Durham, North Carolina",Durham,WNCU,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Elizabeth City, North Carolina",Elizabeth City,WRVS,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Fayetteville, North Carolina",Fayetteville,WFSS,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Franklin, North Carolina",Franklin,WFQS,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Hickory, North Carolina",Hickory,WFHE,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Kinston, North Carolina",Kinston,WKNS,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Manteo, North Carolina",Manteo,WUND,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Manteo, North Carolina",Manteo,WURI,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"New Bern, North Carolina",New Bern,WTEB,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"New Bern, North Carolina",New Bern,WZNB,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Raleigh, North Carolina",Raleigh,WSHA,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Raleigh, North Carolina",Raleigh,WCPE,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Rocky Mount, North Carolina",Rocky Mount,WRQM,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Spindale, North Carolina",Spindale,WNCW,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Wilmington, North Carolina",Wilmington,WHQR,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Winston-Salem, North Carolina",Winston-Salem,WFDD,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Carolina,"Winston-Salem, North Carolina",Winston-Salem,WSNC,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Dakota,"Belcourt, North Dakota",Belcourt,KEYA,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Dakota,"Bismarck, North Dakota",Bismarck,KCND,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Dakota,"Dickinson, North Dakota",Dickinson,KDPR,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Dakota,"Fargo, North Dakota",Fargo,KDSU,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Dakota,"Grand Forks, North Dakota",Grand Forks,KUND,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
