Index,State,City,Wiki_name,Station Identifier,AM/FM,Channel Number,Twitter Handle,Alternate,Twitter,_merge,Empty_at_load
250,Louisana,Baton Rouge,,WRKF,FM,89.3,@wrkf,,Twitter,left_only,
121,Delaware,Dover,Dover,WRTX,FM,91.7,@wrtimusic,,Twitter,both,
237,Kentucky,Georgetown,,WRVG,FM,89.9,@wrvg,,Twitter,left_only,
266,Maryland,Ocean City,Ocean City,WSDL,FM,90.7,@wscl_wsdl,,Twitter,both,
268,Maryland,Salisbury,Salisbury,WSCL,FM,89.5,@wscl_wsdl,,Twitter,both,
281,Massachusetts,Sandwich,Sandwich,WSDH,FM,91.5,@WSDHradio,,Twitter,both,
115,Connecticut,Fairfield,Fairfield,WSHU,FM,91.1,@wshupublicradio,,Twitter,both,
119,Connecticut,Westport,Westport,WSHU,AM,1260,@wshupublicradio,,Twitter,both,
180,Illinois,Edwardsville,Edwardsville,WSIE,FM,88.7,@wsie887thesound,,Twitter,both,
184,Illinois,Mt.Vernon,Mt. Vernon,WVSI,FM,88.9,@wsiuradio,,Twitter,both,
186,Illinois,Olney,Olney,WUSI,FM,90.3,@wsiuradio,,Twitter,both,
176,Illinois,Carbondale,Carbondale,WSIU,FM,91.9,@wsiutv,,Twitter,both,
133,Florida,Orlando,Orlando,WUCF,FM,89.9,@wucftv,,Twitter,both,
289,Michigan,Bay City,Bay City,WUCX,FM,90.1,@wucx,,Twitter,both,
127,Florida,Inverness,Inverness,WJUF,FM,90.1,@wuftmedia,,Twitter,both,
126,Florida,Gainesville,Gainesville,WUFT,FM,89.1,@wuftnews,,Twitter,both,
144,Georgia,Athens,Athens,WUGA,FM,91.7,@wugafm,,Twitter,both,
241,Kentucky,Lexington,Lexington,WUKY,FM,91.3,@wuky,,Twitter,both,
274,Massachusetts,Boston,Boston,WUMB,FM,91.9,@wumbradio,,Twitter,both,
275,Massachusetts,Falmouth,Falmouth,WFPB,FM,91.9,@wumbradio,,Twitter,both,
280,Massachusetts,Orleans,Orleans,WFPB,AM,1170,@wumbradio,,Twitter,both,
284,Massachusetts,Worcester,Worcester,WBPR,FM,91.9,@wumbradio,,Twitter,both,
279,Massachusetts,Newburyport,,WNAF,FM,91.7,@wumbradio,,Twitter,left_only,
141,Florida,Tampa,Tampa,WUSF,FM,89.7,@wusf,,Twitter,both,
137,Florida,Pensacola,Pensacola,WUWF,FM,88.1,@wuwf,,Twitter,both,
7,Alabama,Montgomery,Montgomery,WVAS,FM,90.7,@WVAS,,Twitter,both,
190,Illinois,Rock Island,Rock Island,WVIK,FM,90.3,@wvikfm,,Twitter,both,
200,Indiana,Elkhart,Elkhart,WVPE,FM,88.1,@wvpe,,Twitter,both,
253,Louisana,New Orleans,,WWNO,FM,89.9,@wwno,,Twitter,left_only,
255,Louisana,Thibodaux,,KTLN,FM,90.5,@wwno,,Twitter,left_only,
142,Florida,West Palm Beach,,WXEL,FM,90.7,@wxeltv,,Twitter,left_only,
263,Maryland,Baltimore,Baltimore,WYPR,FM,88.1,@wypr881FM,,Twitter,both,
264,Maryland,Frostburg,Frostburg,WFWM,FM,91.9,@xfsrfrostburg,,Twitter,both,
16,Alaska,Chevak,Chevak,KCUK,FM,88.1,None,,Twitter,both,
19,Alaska,Galena,Galena,KIYU,AM,910,None,,Twitter,both,
20,Alaska,Glennallen,Glennallen,KXGA,FM,90.5,None,,Twitter,both,
31,Alaska,St. Paul,,KUSB,FM,91.9,None,,Twitter,left_only,
33,Alaska,Unalaska,,KIAL,AM,1450,None,,Twitter,left_only,
39,Arizona,Page,Page,KNAD,FM,91.7,None,,Twitter,both,
46,Arizona,White River,White River,KNNB,FM,88.1,None,,Twitter,both,
49,Arkansas,El Dorado,El Dorado,KBSA,FM,90.9,None,,Twitter,both,
52,Arkansas,Little Rock,Little Rock,KLRE,FM,90.5,None,,Twitter,both,
56,California,Burney,Burney,KNCA,FM,89.7,None,,Twitter,both,
58,California,Crescent City,Crescent City,KHSR,FM,91.9,None,,Twitter,both,
60,California,Groveland,Groveland,KXSR,FM,91.7,None,,Twitter,both,
64,California,Mt. Shasta,Mount Shasta,KNSQ,FM,88.1,None,,Twitter,both,
93,California,Yreka,Yreka,KNYR,FM,91.3,None,,Twitter,both,
76,California,San Ardo,,KBDH,FM,91.7,None,,Twitter,left_only,
91,California,Thousand Oaks,,KCPB,FM,91.1,None,,Twitter,left_only,
105,Colorado,Grand Junction,Grand Junction,KPRN,FM,89.5,None,,Twitter,both,
129,Florida,Marco,Marco,WMKO,FM,91.7,None,,Twitter,both,
150,Georgia,Carrolton,,WWGC,FM,90.7,None,,Twitter,left_only,
164,Hawaii,Wailuku,Wailuku,KKUA,FM,90.7,None,,Twitter,both,
169,Idaho,Cottonwood,Cottonwood,KNWO,FM,90.1,None,,Twitter,both,
172,Idaho,Pocatello,Pocatello,KISU,FM,91.1,None,,Twitter,both,
174,Idaho,Twin Falls,,KEJZ,AM,1450,None,,Twitter,left_only,
181,Illinois,Freeport,Freeport,WNIE,FM,89.1,None,,Twitter,both,
189,Illinois,Quincy,Quincy,WQUB,FM,90.3,None,,Twitter,both,
197,Illinois,Warsaw,Warsaw,WIUW,FM,89.5,None,,Twitter,both,
209,Indiana,North Manchester,,WBKE,FM,89.5,None,,Twitter,left_only,
212,Indiana,Richmond,,WVXR,FM,89.3,None,,Twitter,left_only,
218,Iowa,Decorah,Decorah,KLNI,FM,88.7,None,,Twitter,both,
219,Iowa,Fort Dodge,,KTPR,FM,91.1,None,,Twitter,left_only,
223,Iowa,Mason City,,KUNY,FM,91.5,None,,Twitter,left_only,
227,Kansas,Great Bend,Great Bend,KHCT,FM,90.9,None,,Twitter,both,
238,Kentucky,Hazard,Hazard,WEKH,FM,90.9,None,,Twitter,both,
234,Kentucky,Booneville,,WOCS,FM,88.3,None,,Twitter,left_only,
258,Maine,Fort Kent,Fort Kent,WMEF,FM,106.5,None,,Twitter,both,
262,Maryland,Baltimore,Baltimore,WEAA,FM,88.9,None,,Twitter,both,
267,Maryland,Princess Anne,Princess Anne,WESM,FM,91.3,None,,Twitter,both,
265,Maryland,Hagerstown,,WETH,FM,89.1,None,,Twitter,left_only,
277,Massachusetts,Harwich,Harwich,WCCT,FM,90.3,None,,Twitter,both,
278,Massachusetts,Nantucket,Nantucket,WNAN,FM,91.1,None,,Twitter,both,
271,Massachusetts,Amherst,,WPNI,AM,1430,None,,Twitter,left_only,
295,Michigan,Grand Rapids,Grand Rapids,WBLU,FM,88.9,None,,Twitter,both,
306,Michigan,Muskegon,Muskegon,WGVS,AM,850,None,,Twitter,both,
307,Michigan,Oscoda,Oscoda,WCMB,FM,95.7,None,,Twitter,both,
310,Michigan,Standish,Standish,WWCM,FM,96.9,None,,Twitter,both,
312,Michigan,Twin Lake,Twin Lake,WBLV,FM,90.3,None,,Twitter,both,
313,Michigan,Whitehall,Whitehall,WGVS,FM,95.3,None,,Twitter,both,
291,Michigan,East Jordan,,WIZY,FM,100.9,None,,Twitter,left_only,
298,Michigan,Houghton,,WGGL,FM,91.9,None,,Twitter,left_only,
303,Michigan,Manistee,,WVXM,FM,97.7,None,,Twitter,left_only,
308,Michigan,Rogers City,,WVXA,FM,96.7,None,,Twitter,left_only,
317,Minnesota,Brainerd,Brainerd,KBPR,FM,90.7,None,,Twitter,both,
356,Montana,Butte,Butte,KAPC,FM,91.3,None,,Twitter,both,
357,Montana,Fort Belknap,Fort Belknap,KGVA,FM,88.1,None,,Twitter,both,
358,Montana,Great Falls,Great Falls,KGPR,FM,89.9,None,,Twitter,both,
359,Montana,Hamilton,Hamilton,KUFN,FM,91.9,None,,Twitter,both,
363,Montana,Miles City,,KECC,FM,90.7,None,,Twitter,left_only,
365,Nebraska,Alliance,Alliance,KTNE,FM,91.1,None,,Twitter,both,
366,Nebraska,Bassett,Bassett,KMNE,FM,90.3,None,,Twitter,both,
367,Nebraska,Chadron,Chadron,KCNE,FM,91.9,None,,Twitter,both,
369,Nebraska,Lexington,Lexington,KLNE,FM,88.7,None,,Twitter,both,
370,Nebraska,Lincoln,Lincoln,KUCV,FM,91.1,None,,Twitter,both,
371,Nebraska,Merriman,Merriman,KRNE,FM,91.5,None,,Twitter,both,
372,Nebraska,Norfolk,Norfolk,KXNE,FM,89.3,None,,Twitter,both,
582,Tennessee,Tullahoma,Tullahoma,WTML,FM,91.5,None,,Twitter,both,
598,Texas,McAllen,McAllen,KHID,FM,88.1,None,,Twitter,both,
602,Texas,San Antonio,San Antonio,KSTX,FM,89.1,None,,Twitter,both,
603,Texas,Texarkana,Texarkana,KTXK,FM,91.5,None,,Twitter,both,
605,Texas,Waco,Waco,KWBU,FM,103.3,None,,Twitter,both,
596,Texas,Lubbock,,KOHM,FM,89.1,None,,Twitter,left_only,
601,Texas,San Angelo,,KUTX,FM,90.1,None,,Twitter,left_only,
606,Utah,Coalville,,KCUA,FM,92.5,None,,Twitter,left_only,
611,Utah,Salt Lake City,,KRCL,FM,90.9,None,,Twitter,left_only,
614,Vermont,Burlington,Burlington,WVPS,FM,107.9,None,,Twitter,both,
615,Vermont,Rutland,Rutland,WRVT,FM,88.7,None,,Twitter,both,
616,Vermont,St. Johnsbury,St. Johnsbury,WVPA,FM,88.5,None,,Twitter,both,
617,Vermont,Windsor,Windsor,WVPR,FM,89.5,None,,Twitter,both,
618,Virginia,Charlottesville,Charlottesville,WVTU,FM,89.3,None,,Twitter,both,
619,Virginia,Charlottesville,Charlottesville,WVTW,FM,88.5,None,,Twitter,both,
620,Virginia,Charlottesville,Charlottesville,WMRY,FM,103.5,None,,Twitter,both,
623,Virginia,Harrisonburg,Harrisonburg,WMRA,FM,90.7,None,,Twitter,both,
624,Virginia,Lexington,Lexington,WMRL,FM,89.9,None,,Twitter,both,
631,Virginia,Wise,Wise,WISE,FM,90.5,None,,Twitter,both,
634,Washington,Clarkston,Clarkston,KNWV,FM,90.5,None,,Twitter,both,
635,Washington,Ellensburg,Ellensburg,KNWR,FM,90.7,None,,Twitter,both,
636,Washington,Moses Lake,Moses Lake,KLWS,FM,91.5,None,,Twitter,both,
637,Washington,Omak,Omak,KQWS,FM,90.1,None,,Twitter,both,
638,Washington,Port Angeles,Port Angeles,KNWP,FM,90.1,None,,Twitter,both,
639,Washington,Pullman,Pullman,KWSU,AM,1250,None,,Twitter,both,
643,Washington,Seattle,Seattle,KUOW,FM,94.9,None,,Twitter,both,
644,Washington,Spokane,Spokane,KPBX,FM,91.1,None,,Twitter,both,
640,Washington,Pullman,,KRFA,FM,91.7,None,,Twitter,left_only,
646,Washington,Seattle/Tacoma,,KPLU,FM,88.5,None,,Twitter,left_only,
