,State,City,Wiki_name,Station Identifier,AM/FM,Channel Number,_merge,Twitter Handle,Alternate,Twitter
644,Washington,Spokane,Spokane,KPBX,FM,91.1,both,None,,Twitter
645,Washington,Spokane,Spokane,KSFC,FM,91.9,both,(@KPLUpr),,Twitter
646,Washington,Seattle/Tacoma,,KPLU,FM,88.5,left_only,None,,Twitter
647,Washington,Walla Walla,Walla Walla,KWWS,FM,89.7,both,,,Twitter
648,Washington,Yakima,,KDNA,FM,91.9,left_only,,,Twitter
649,Washington,Yakima,Yakima,KNWY,FM,90.3,both,,,Twitter
650,West Virginia,Beckley,,WVPB,FM,91.7,left_only,,,Twitter
651,West Virginia,Buckhannon,Buckhannon,WVPW,FM,88.9,both,,,Twitter
652,West Virginia,Charleston,,WVPN,FM,88.5,left_only,,,Twitter
653,West Virginia,Huntington,Huntington,WVWV,FM,89.9,both,,,Twitter
654,West Virginia,Martinsburg,Martinsburg,WVEP,FM,88.9,both,,,Twitter
655,West Virginia,Morgantown,Morgantown,WVPM,FM,90.9,both,,,Twitter
656,West Virginia,Parkersburg,Parkersburg,WVPG,FM,90.3,both,,,Twitter
657,West Virginia,Petersburg,,WAUA,FM,89.5,left_only,,,Twitter
658,West Virginia,Wheeling,Wheeling,WVNP,FM,89.9,both,,,Twitter
659,Wisconsin,Appleton,,WLFM,FM,91.1,left_only,,,Twitter
660,Wisconsin,Auburndale,Auburndale,WLBL,AM,930.0,both,,,Twitter
661,Wisconsin,Brule,Brule,WHSA,FM,89.9,both,,,Twitter
662,Wisconsin,Delafield,Delafield,WHAD,FM,90.7,both,,,Twitter
663,Wisconsin,Eau Claire,Eau Claire,WUEC,FM,89.7,both,,,Twitter
664,Wisconsin,Green Bay,Green Bay,WHID,FM,88.1,both,,,Twitter
665,Wisconsin,Green Bay,Green Bay,WPNE,FM,89.3,both,,,Twitter
666,Wisconsin,Hayward,Hayward,WOJB,FM,88.9,both,,,Twitter
667,Wisconsin,Highland,Highland,WHHI,FM,91.3,both,,,Twitter
668,Wisconsin,Kenosha,Kenosha,WGTD,FM,91.1,both,,,Twitter
669,Wisconsin,La Crosse,La Crosse,WHLA,FM,90.3,both,,,Twitter
670,Wisconsin,La Crosse,La Crosse,WLSU,FM,88.9,both,,,Twitter
671,Wisconsin,Madison,Madison,WERN,FM,88.7,both,,,Twitter
672,Wisconsin,Madison,Madison,WHA,AM,970.0,both,,,Twitter
673,Wisconsin,Madison,Sheboygan,WSHS,FM,91.7,both,,,Twitter
674,Wisconsin,Sheboygan,Sheboygan,WSHS,FM,91.7,both,,,Twitter
675,Wisconsin,Menomonie,Menomonie,WHWC,FM,88.3,both,,,Twitter
676,Wisconsin,Menomonie,Menomonie,WVSS,FM,90.7,both,,,Twitter
677,Wisconsin,Milwaukee,Milwaukee,WUWM,FM,89.7,both,,,Twitter
678,Wisconsin,Oshkosh,Oshkosh,WRST,FM,90.3,both,,,Twitter
679,Wisconsin,Park Falls,Park Falls,WHBM,FM,90.3,both,,,Twitter
680,Wisconsin,Rhinelander,Rhinelander,WXPR,FM,91.7,both,,,Twitter
681,Wisconsin,River Falls,River Falls,WRFW,FM,88.7,both,,,Twitter
682,Wisconsin,Sister Bay,Sister Bay,WHDI,FM,91.1,both,,,Twitter
683,Wisconsin,Sister Bay,Sister Bay,WHND,FM,89.7,both,,,Twitter
684,Wisconsin,Superior,Superior,KUWS,FM,91.3,both,,,Twitter
685,Wisconsin,Wausau,Wausau,WHRM,FM,90.9,both,,,Twitter
686,Wisconsin,Wausau,Wausau,WLBL,FM,91.9,both,,,Twitter
687,Wisconsin,Wausau,Wausau,WXPW,FM,91.9,both,,,Twitter
688,Wyoming,Afton,Afton,KUWA,FM,91.3,both,,,Twitter
689,Wyoming,Buffalo,Buffalo,KBUW,FM,90.5,both,,,Twitter
690,Wyoming,Casper,Casper,KUWC,FM,91.3,both,,,Twitter
691,Wyoming,Douglas,Douglas,KDUW,FM,91.7,both,,,Twitter
692,Wyoming,Gillette,Gillette,KUWG,FM,90.9,both,,,Twitter
693,Wyoming,Jackson,Jackson,KUWJ,FM,90.3,both,,,Twitter
694,Wyoming,Laramie,Laramie,KUWR,FM,91.9,both,,,Twitter
695,Wyoming,Newcastle,Newcastle,KUWN,FM,90.5,both,,,Twitter
696,Wyoming,Pinedale,Pinedale,KUWX,FM,90.9,both,,,Twitter
697,Wyoming,Powell,Powell,KUWP,FM,90.1,both,,,Twitter
698,Wyoming,Rock Springs,Rock Springs,KUWZ,FM,90.5,both,,,Twitter
699,Wyoming,Sheridan,Sheridan,KSUW,FM,91.3,both,,,Twitter
700,Wyoming,Sundance,Sundance,KUWD,FM,91.5,both,,,Twitter
701,Wyoming,Thermopolis,Thermopolis,KUWT,FM,91.3,both,,,Twitter
702,Alaska,,Anchorage,KNBA,FM,90.3,right_only,,,
703,Alaska,,Juneau,KRNN,FM,102.7,right_only,,,
704,Alaska,,Juneau,KXLL,FM,100.7,right_only,,,
705,Alaska,,Kotzebue,KOTZ,AM,720.0,right_only,,,
706,Alaska,,Sand Point,KSDP,AM,830.0,right_only,,,
707,Alaska,,St. Paul,KUHB,FM,91.9,right_only,,,
708,Alaska,,Unalaska,KUCB,FM,89.7,right_only,,,
709,Arizona,,Hotevilla,KUYI,FM,88.1,right_only,,,
710,Arizona,,Tucson,KUAT,FM,90.5,right_only,,,
711,Arizona,,Yuma,KOFA,AM,1320.0,right_only,,,
712,California,,Angwin,KDFC,FM,89.9,right_only,,,
713,California,,Bayside,KNHM,FM,91.5,right_only,,,
714,California,,Calexico,KQVO,FM,97.7,right_only,,,
715,California,,Coachella,KVLA,FM,90.3,right_only,,,
716,California,,McCloud,KLDD,FM,91.9,right_only,,,
717,California,,Mendocino,KPMO,AM,1300.0,right_only,,,
718,California,,Mojave,KCRY,FM,88.1,right_only,,,
719,California,,Morro Bay,KESC,FM,99.7,right_only,,,
720,California,,Mount Shasta,KMJC,AM,620.0,right_only,,,
721,California,,North Highlands,KQEI,FM,89.3,right_only,,,
722,California,,Quincy,KQNC,FM,88.1,right_only,,,
723,California,,Redlands,KUOR,FM,89.1,right_only,,,
724,California,,Rio Dell,KNHT,FM,102.5,right_only,,,
725,California,,Sacramento,KXJZ,FM,90.9,right_only,,,
726,California,,Sacramento,KXPR,FM,88.9,right_only,,,
727,California,,San Ardo,KNBX,FM,91.7,right_only,,,
728,California,,San Diego,KSDS,FM,88.3,right_only,,,
729,California,,San Francisco,KUSF,FM,90.3,right_only,,,
730,California,,Santa Barbara,KDRW,FM,88.7,right_only,,,
731,California,,Santa Barbara,KCLU,AM,1340.0,right_only,,,
732,California,,Santa Barbara,KSBX,FM,89.5,right_only,,,
733,California,,Shasta Lake City,KJPR,AM,1330.0,right_only,,,
734,California,,Sutter,KXJS,FM,88.7,right_only,,,
735,California,,Thousand Oaks,KDSC,FM,91.1,right_only,,,
736,California,,Yreka,KSYC,AM,1490.0,right_only,,,
737,Colorado,,Carbondale,KCJX,FM,88.9,right_only,,,
738,Colorado,,Carbondale,KDNK,FM,88.1,right_only,,,
739,Colorado,,Carbondale,KVOV,FM,90.5,right_only,,,
740,Colorado,,Craig,KPYR,FM,88.3,right_only,,,
741,Colorado,,Denver,KCFR,FM,90.1,right_only,,,
742,Colorado,,Denver,KVOD,FM,88.1,right_only,,,
743,Colorado,,Fort Collins,KVXQ,FM,88.3,right_only,,,
744,Colorado,,Ignacio,KUTE,FM,90.1,right_only,,,
745,Colorado,,La Junta,KECC,FM,89.1,right_only,,,
746,Colorado,,Manitou Springs,KCME,FM,88.7,right_only,,,
747,Colorado,,Steamboat Springs,KRNC,FM,88.5,right_only,,,
748,Connecticut,,Fairfield,WVOF,FM,88.5,right_only,,,
749,Connecticut,,Meriden,WNPR,FM,90.5,right_only,,,
750,Connecticut,,Middletown,WESU,FM,88.1,right_only,,,
751,Connecticut,,Norwich,WPKT,FM,89.1,right_only,,,
752,Connecticut,,Sharon,WHDD,AM,1020.0,right_only,,,
753,Connecticut,,Sharon,WHDD,FM,91.9,right_only,,,
754,Connecticut,,Sharon,WQQQ,FM,103.3,right_only,,,
755,Delaware,,Dover,WDDE,FM,91.1,right_only,,,
756,Delaware,,Wilmington,WMPH,FM,91.7,right_only,,,
757,Florida,,"Marathon/Key West, Florida",WKWM,FM,91.5,right_only,,,
758,Florida,,Miami,WDNA,FM,88.9,right_only,,,
759,Florida,,Sarasota,WSMR,FM,89.1,right_only,,,
760,Georgia,,Carrollton,WUWG,FM,90.7,right_only,,,
761,Georgia,,Chatsworth,WNGH,FM,98.9,right_only,,,
762,Georgia,,Folkston,WATY,FM,91.3,right_only,,,
763,Georgia,,Macon,WMUM,FM,89.7,right_only,,,
764,Georgia,,Rome,WGPB,FM,97.7,right_only,,,
765,Georgia,,Thomasville,WFSL,FM,90.7,right_only,,,
766,Hawaii,,Hilo,KANO,FM,89.1,right_only,,,
767,Hawaii,,Wailuku,KIPM,FM,89.7,right_only,,,
768,Idaho,,Burley,KBSY,FM,88.5,right_only,,,
769,Idaho,,McCall,KBSK,FM,89.9,right_only,,,
770,Idaho,,McCall,KBSQ,FM,90.7,right_only,,,
771,Idaho,,Sun Valley,KBSS,FM,91.1,right_only,,,
772,Idaho,,Sun Valley,KWRV,FM,91.9,right_only,,,
773,Idaho,,Twin Falls,KEZJ,AM,1450.0,right_only,,,
774,Illinois,,Elgin,WEPS,FM,88.9,right_only,,,
775,Illinois,,Galesburg,WVKC,FM,90.7,right_only,,,
776,Illinois,,Glen Ellyn,WDCB,FM,90.9,right_only,,,
777,Illinois,,Kankakee,WBEK,FM,91.1,right_only,,,
778,Illinois,,Morris,WBEQ,FM,90.7,right_only,,,
779,Illinois,,Urbana,WILL,AM,90.9,right_only,,,
780,Indiana,,Chestertown,WBEW,FM,89.5,right_only,,,
781,Indiana,,Crawfordsville,WNDY,FM,91.3,right_only,,,
782,Indiana,,Fort Wayne,WBOI,FM,89.1,right_only,,,
783,Indiana,,Franklin,WFCI,FM,89.5,right_only,,,
784,Indiana,,Gary,WGVE,FM,88.7,right_only,,,
785,Indiana,,Lowell,WLPR,FM,89.1,right_only,,,
786,Indiana,,Roanoke,WBNI,FM,94.1,right_only,,,
787,Indiana,,Vincennes,WVUB,FM,91.1,right_only,,,
788,Iowa,,Bettendorf,KNSB,FM,91.1,right_only,,,
789,Iowa,,Carroll,KNSC,FM,90.7,right_only,,,
790,Iowa,,Cedar Falls,KHKE,FM,89.5,right_only,,,
791,Iowa,,Council Bluffs,KIWR,FM,89.7,right_only,,,
792,Iowa,,Decorah,KLCD,FM,89.5,right_only,,,
793,Iowa,,Dubuque,KNSY,FM,89.7,right_only,,,
794,Iowa,,Fort Dodge,KNSK,FM,91.1,right_only,,,
795,Iowa,,Lamoni,KNSL,FM,97.9,right_only,,,
796,Iowa,,Mason City,KNSM,FM,91.5,right_only,,,
797,Iowa,,Mitchellville,KICJ,FM,88.9,right_only,,,
798,Iowa,,Okoboji,KOJI,FM,90.7,right_only,,,
799,Iowa,,Ottumwa,KNSZ,FM,89.1,right_only,,,
800,Iowa,,Ottumwa,KICW,FM,91.1,right_only,,,
801,Iowa,,Patterson,KICP,FM,105.9,right_only,,,
802,Iowa,,Pleasantville,KICL,FM,96.3,right_only,,,
803,Iowa,,Waterloo,KBBG,FM,88.1,right_only,,,
804,Kansas,,Chanute,KANQ,FM,90.3,right_only,,,
805,Kansas,,Hays,KZAN,FM,91.7,right_only,,,
806,Kansas,,Olsburg,KANV,FM,91.3,right_only,,,
807,Kentucky,,Corbin,WEKF,FM,88.5,right_only,,,
808,Kentucky,,Louisville,WUOL,FM,90.5,right_only,,,
809,Louisiana,,Alexandria,KLSA,FM,90.7,right_only,,,
810,Louisiana,,Baton Rouge,WBRH,FM,90.3,right_only,,,
811,Louisiana,,Baton Rouge,WRKF,FM,89.3,right_only,,,
812,Louisiana,,Hammond,KSLU,FM,90.9,right_only,,,
813,Louisiana,,Lafayette,KRVS,FM,88.7,right_only,,,
814,Louisiana,,Monroe,KEDM,FM,90.3,right_only,,,
815,Louisiana,,New Orleans,WWNO,FM,89.9,right_only,,,
816,Louisiana,,Shreveport,KDAQ,FM,89.9,right_only,,,
817,Louisiana,,Thibodaux,KTLN,FM,90.5,right_only,,,
818,Maine,,Camden,WMEP,FM,90.5,right_only,,,
819,Maryland,,Frederick,WYPF,FM,88.1,right_only,,,
820,Maryland,,Hagerstown,WGMS,FM,89.1,right_only,,,
821,Maryland,,Ocean City,WRAU,FM,88.3,right_only,,,
822,Maryland,,Ocean City,WYPO,FM,106.9,right_only,,,
823,Maryland,,Towson,WTMD,FM,89.7,right_only,,,
824,Massachusetts,,Brewster,WZAI,FM,94.3,right_only,,,
825,Massachusetts,,Deerfield,WNNZ,FM,91.7,right_only,,,
826,Massachusetts,,Lowell,WCRB,FM,99.5,right_only,,,
827,Massachusetts,,Nantucket,WNCK,FM,89.5,right_only,,,
828,Massachusetts,,Newburyport,WNEF,FM,91.7,right_only,,,
829,Massachusetts,,Sheffield,WBSL,FM,91.7,right_only,,,
830,Massachusetts,,Springfield,WAIC,FM,91.9,right_only,,,
831,Massachusetts,,Stow,WUMG,FM,91.7,right_only,,,
832,Massachusetts,,West Yarmouth,WBAS,AM,1240.0,right_only,,,
833,Massachusetts,,Westfield,WNNZ,AM,640.0,right_only,,,
834,Michigan,,Berrien Springs,WAUS,FM,90.7,right_only,,,
835,Michigan,,Harbor Springs,WHBP,FM,90.1,right_only,,,
836,Michigan,,Houghton,WGGL,FM,91.1,right_only,,,
837,Michigan,,Mackinaw City,WIAB,FM,88.5,right_only,,,
838,Michigan,,Manistee,WLMN,FM,89.7,right_only,,,
839,Minnesota,,Appleton,KRSU,FM,91.3,right_only,,,
840,Minnesota,,Austin,KNSE,FM,90.1,right_only,,,
841,Minnesota,,Bemidji,KCRB,FM,88.5,right_only,,,
842,Minnesota,,Brainerd,KBPN,FM,88.3,right_only,,,
843,Minnesota,,St. Cloud,KSJR,FM,90.1,right_only,,,
844,Minnesota,,Duluth,KUMD,FM,103.3,right_only,,,
845,Minnesota,,Duluth,WSCD,FM,92.9,right_only,,,
846,Minnesota,,Fergus Falls,KCMF,FM,89.7,right_only,,,
847,Minnesota,,Fergus Falls,KNWF,FM,91.5,right_only,,,
848,Minnesota,,Grand Marais,WLSN,FM,89.7,right_only,,,
849,Minnesota,,Grand Marais,WMLS,FM,88.7,right_only,,,
850,Minnesota,,Grand Marais,WTIP,FM,90.7,right_only,,,
851,Minnesota,,Grand Portage,WGPO,FM,90.1,right_only,,,
852,Minnesota,,Hinckley,WGRH,FM,88.5,right_only,,,
853,Minnesota,,International Falls,KITF,FM,88.3,right_only,,,
854,Minnesota,,Mankato,KMSU,FM,89.7,right_only,,,
855,Minnesota,,Minneapolis,KBEM,FM,88.5,right_only,,,
856,Minnesota,,Minneapolis,KFAI,FM,90.3,right_only,,,
857,Minnesota,,Moorhead,KCCM,FM,91.1,right_only,,,
858,Minnesota,,"St. Paul Minneapolis, Minnesota",KCMP,FM,89.3,right_only,,,
859,Minnesota,,Redwood Falls,KRFI,FM,88.1,right_only,,,
860,Minnesota,,Rochester,KLSE,FM,90.7,right_only,,,
861,Minnesota,,Rochester,KZSE,FM,91.7,right_only,,,
862,Minnesota,,Roseau,KRXW,FM,103.5,right_only,,,
863,Minnesota,,Minneapolis,KSJN,FM,99.5,right_only,,,
864,Minnesota,,Mankato,KGAC,FM,90.5,right_only,,,
865,Minnesota,,Thief River Falls,KQMN,FM,91.5,right_only,,,
866,Minnesota,,Hibbing,WIRR,FM,90.9,right_only,,,
867,Minnesota,,Marshall,KRSW,FM,89.3,right_only,,,
868,Mississippi,,Starkville,WMSV,FM,91.1,right_only,,,
869,Missouri,,Rolla,KMST,FM,88.5,right_only,,,
870,Missouri,,Sainte Genevieve,KSEF,FM,88.9,right_only,,,
871,Missouri,,West Plains,KSMW,FM,90.9,right_only,,,
872,Montana,,Bozeman,KGLT,FM,91.9,right_only,,,
873,Montana,,Helena Valley SE,KYPX,FM,106.5,right_only,,,
874,Montana,,Miles City,KYPR,FM,90.7,right_only,,,
875,Nebraska,,Lincoln,KZUM,FM,89.3,right_only,,,
876,Nevada,,Jackpot,KBSJ,FM,91.3,right_only,,,
877,Nevada,,Las Vegas,KCNV,FM,89.7,right_only,,,
878,Nevada,,Las Vegas,KNPR,FM,88.9,right_only,,,
879,Nevada,,Reno,KVNV,FM,89.1,right_only,,,
880,New Hampshire,,Jackson,WEVJ,FM,99.5,right_only,,,
881,New Hampshire,,Nashua,WEVS,FM,88.3,right_only,,,
882,New Jersey,,Hackettstown,WXPJ,FM,91.9,right_only,,,
883,New Jersey,,"Ocean City/Atlantic City, New Jersey",WNJN,FM,91.3,right_only,,,
884,New Mexico,,Dulce,KCIE,FM,90.5,right_only,,,
885,New Mexico,,Magdalena,KOAZ,AM,1500.0,right_only,,,
886,New Mexico,,Santa Rosa,KANR,FM,91.9,right_only,,,
887,New York,,Albany,WAMC,AM,1400.0,right_only,,,
888,New York,,Boonville,WXLB,FM,91.7,right_only,,,
889,New York,,Buffalo,WNED,FM,94.5,right_only,,,
890,New York,,Cape Vincent,WSLZ,FM,88.1,right_only,,,
891,New York,,Fredonia,WCVF,FM,91.3,right_only,,,
892,New York,,Geneva,WEOS,FM,89.5,right_only,,,
893,New York,,Gouverneur,WXLB,FM,90.5,right_only,,,
894,New York,,Hamilton,WRCU,FM,90.1,right_only,,,
895,New York,,Houghton,WXXY,FM,90.3,right_only,,,
896,New York,,Jamestown,WNJA,FM,89.7,right_only,,,
897,New York,,Lake Placid,WXLL,FM,91.7,right_only,,,
898,New York,,Peru,WXLU,FM,88.1,right_only,,,
899,New York,,Rochester,WRUR,FM,88.5,right_only,,,
900,New York,,Southampton,WPPB,FM,88.3,right_only,,,
901,New York,,Tupper Lake,WXLS,FM,88.3,right_only,,,
902,North Carolina,,Elizabeth City,WRVS,FM,89.9,right_only,,,
903,North Carolina,,Kinston,WKNS,FM,90.3,right_only,,,
904,North Carolina,,Manteo,WUND,FM,88.9,right_only,,,
905,North Carolina,,New Bern,WZNB,FM,88.5,right_only,,,
906,North Carolina,,Raleigh,WSHA,FM,88.9,right_only,,,
907,North Carolina,,Raleigh,WCPE,FM,89.7,right_only,,,
908,North Carolina,,Rocky Mount,WRQM,FM,90.9,right_only,,,
909,North Carolina,,Winston-Salem,WSNC,FM,90.5,right_only,,,
910,North Dakota,,Grand Forks,KFJM,FM,90.7,right_only,,,
911,Ohio,,Columbus,WOSA,FM,101.1,right_only,,,
912,Ohio,,Columbus,WOSU,FM,89.7,right_only,,,
913,Ohio,,Norwalk,WNRK,FM,90.7,right_only,,,
914,Ohio,,Thompson,WKSV,FM,89.1,right_only,,,
915,Ohio,,Wilberforce,WCSU,FM,88.9,right_only,,,
916,Oklahoma,,Ada,KOUA,FM,91.9,right_only,,,
917,Oklahoma,,Altus,KOCU,FM,90.1,right_only,,,
918,Oklahoma,,Clinton,KQOU,FM,89.1,right_only,,,
919,Oklahoma,,Ketchum,KOSN,FM,107.5,right_only,,,
920,Oklahoma,,Tulsa,KWTU,FM,88.7,right_only,,,
921,Oklahoma,,Woodward,KWOU,FM,88.1,right_only,,,
922,Oregon,,Eugene,KOPB,AM,1600.0,right_only,,,
923,Oregon,,Klamath Falls,KLMF,FM,88.5,right_only,,,
924,Oregon,,Myrtle Point,KOOZ,FM,94.1,right_only,,,
925,Oregon,,Roseburg,KTBR,AM,950.0,right_only,,,
926,Oregon,,Roseburg,KMPQ,FM,88.1,right_only,,,
927,Oregon,,Tillamook,KTCB,FM,89.5,right_only,,,
928,Oregon,,Warrenton,KCPB,FM,90.9,right_only,,,
929,Pennsylvania,,Kane,WPSX,FM,90.1,right_only,,,
930,Pennsylvania,,Middletown,WXPH,FM,88.7,right_only,,,
931,Pennsylvania,,Pittsburgh,WESA,FM,90.5,right_only,,,
932,Pennsylvania,,Williamsport,WVYA,FM,89.7,right_only,,,
933,Rhode Island,,"Providence, northern RI, and bordering MA",WELH,FM,88.1,right_only,,,
934,Rhode Island,,South Coast of Massachusetts and Narragansett Bay communities,WXNI,FM,89.3,right_only,,,
935,Rhode Island,,Coventry and central RI,WCVY,FM,91.5,right_only,,,
936,Rhode Island,,"Narragansett and southern RI, Block Island, Aquidneck Island, and parts of the East Bay",WRNI,FM,102.7,right_only,,,
937,South Dakota,,Sioux Falls,KRSD,FM,88.1,right_only,,,
938,Tennessee,,Collegedale,WSMC,FM,90.5,right_only,,,
939,Tennessee,,Nashville,WFCL,FM,91.1,right_only,,,
940,Texas,,Abilene,KACU,FM,89.5,right_only,,,
941,Texas,,Amarillo,KJJP,FM,105.7,right_only,,,
942,Texas,,Bushland,KTXP,FM,91.5,right_only,,,
943,Texas,,Commerce,KETR,FM,88.9,right_only,,,
944,Texas,,Dallas-Fort Worth,KKXT,FM,91.7,right_only,,,
945,Texas,,Harlingen,KJJF,FM,88.9,right_only,,,
946,Texas,,Houston,KTSU,FM,90.9,right_only,,,
947,Texas,,Llano,KVHL,FM,91.7,right_only,,,
948,Texas,,Lubbock,KTTZ,FM,89.1,right_only,,,
949,Texas,,Marfa,KRTS,FM,93.5,right_only,,,
950,Texas,,Odessa,KXWT,FM,91.3,right_only,,,
951,Texas,,San Angelo,KNCH,FM,90.1,right_only,,,
952,Texas,,San Antonio,KPAC,FM,88.3,right_only,,,
953,Texas,,Sherman,KERA,FM,99.3,right_only,,,
954,Texas,,Snyder,KTPR,FM,89.9,right_only,,,
955,Texas,,Spearman,KTOT,FM,89.5,right_only,,,
956,Texas,,Stephenville,KTRL,FM,90.5,right_only,,,
957,Texas,,Tyler,KERA,FM,100.1,right_only,,,
958,Texas,,Wichita Falls,KMCU,FM,88.7,right_only,,,
959,Texas,,Wichita Falls,KERA,FM,88.3,right_only,,,
960,Utah,,Logan,KUSR,FM,89.5,right_only,,,
961,Utah,,Moab,KUST,FM,88.7,right_only,,,
962,Utah,,Park City,KPCW,FM,91.7,right_only,,,
963,Utah,,Price,KCEU,FM,89.7,right_only,,,
964,Utah,,Richfield,KUSL,FM,89.3,right_only,,,
965,Utah,,St. George,KSGU,FM,90.3,right_only,,,
966,Utah,,Vernal,KUSK,FM,88.5,right_only,,,
967,Vermont,,Bristol,WXLQ,FM,90.5,right_only,,,
968,Vermont,,Colchester,WVTX,FM,88.7,right_only,,,
969,Vermont,,Norwich,WNCH,FM,88.1,right_only,,,
970,Virginia,,Chase City,WMVE,FM,90.1,right_only,,,
971,Virginia,,Ferrum,WWVT,FM,89.9,right_only,,,
972,Virginia,,Heathsville,WCNV,FM,89.1,right_only,,,
973,Virginia,,Hot Springs,WCHG,FM,107.1,right_only,,,
974,Virginia,,Monterey,WVLS,FM,89.7,right_only,,,
975,Washington,,Chehalis,KSWS,FM,88.9,right_only,,,
976,Washington,,Chelan,KHNW,FM,88.3,right_only,,,
977,Washington,,Forks,KNWU,FM,91.5,right_only,,,
978,Washington,,Mount Vernon,KMWS,FM,90.1,right_only,,,
979,Washington,,Tacoma,KNKX,FM,88.5,right_only,,,
980,Washington,,Tumwater,KUOW,AM,1340.0,right_only,,,
981,Washington,,Tacoma,KVTI,FM,90.9,right_only,,,
982,Washington,,Yakima,KYVT,FM,88.5,right_only,,,
983,West Virginia,,Beckley,WVBY,FM,91.7,right_only,,,
984,West Virginia,,Charleston,WVPB,FM,88.5,right_only,,,
985,West Virginia,,Frost,WVMR,AM,1370.0,right_only,,,
986,West Virginia,,Petersburg,WVDS,FM,89.5,right_only,,,
987,Wisconsin,,Milwaukee,WYMS,FM,88.9,right_only,,,
988,Wyoming,,Ethete,KWRR,FM,89.5,right_only,,,
